;timestamp;customer_no;location;next_location
5063;2019-09-02 18:52:00;1148;fruit;checkout
5065;2019-09-02 18:53:00;1149;entrance;spices
5066;2019-09-02 18:53:00;1149;spices;drinks
5067;2019-09-02 18:54:00;1149;drinks;spices
5068;2019-09-02 18:55:00;1149;spices;dairy
5069;2019-09-02 18:56:00;1149;dairy;drinks
5070;2019-09-02 19:22:00;1149;drinks;spices
5071;2019-09-02 19:25:00;1149;spices;checkout
5073;2019-09-02 18:53:00;1150;entrance;fruit
5074;2019-09-02 18:53:00;1150;fruit;dairy
5075;2019-09-02 18:55:00;1150;dairy;spices
5076;2019-09-02 19:05:00;1150;spices;dairy
5077;2019-09-02 19:07:00;1150;dairy;fruit
5078;2019-09-02 19:09:00;1150;fruit;checkout
5080;2019-09-02 18:53:00;1151;entrance;dairy
5081;2019-09-02 18:53:00;1151;dairy;checkout
5083;2019-09-02 18:53:00;1152;entrance;dairy
5084;2019-09-02 18:53:00;1152;dairy;spices
5085;2019-09-02 18:58:00;1152;spices;dairy
5086;2019-09-02 19:02:00;1152;dairy;spices
5087;2019-09-02 19:05:00;1152;spices;checkout
5089;2019-09-02 18:54:00;1153;entrance;drinks
5090;2019-09-02 18:54:00;1153;drinks;fruit
5091;2019-09-02 18:57:00;1153;fruit;dairy
5092;2019-09-02 18:58:00;1153;dairy;fruit
5093;2019-09-02 18:59:00;1153;fruit;dairy
5094;2019-09-02 19:02:00;1153;dairy;fruit
5095;2019-09-02 19:03:00;1153;fruit;checkout
5097;2019-09-02 18:54:00;1154;entrance;dairy
5098;2019-09-02 18:54:00;1154;dairy;checkout
5100;2019-09-02 18:55:00;1155;entrance;drinks
5101;2019-09-02 18:55:00;1155;drinks;fruit
5102;2019-09-02 18:56:00;1155;fruit;dairy
5103;2019-09-02 18:57:00;1155;dairy;drinks
5104;2019-09-02 18:58:00;1155;drinks;checkout
5106;2019-09-02 18:55:00;1156;entrance;fruit
5107;2019-09-02 18:55:00;1156;fruit;dairy
5108;2019-09-02 18:56:00;1156;dairy;spices
5109;2019-09-02 18:57:00;1156;spices;drinks
5110;2019-09-02 18:59:00;1156;drinks;checkout
5112;2019-09-02 18:55:00;1157;entrance;spices
5113;2019-09-02 18:55:00;1157;spices;dairy
5114;2019-09-02 18:56:00;1157;dairy;checkout
5116;2019-09-02 18:55:00;1158;entrance;fruit
5117;2019-09-02 18:55:00;1158;fruit;checkout
5119;2019-09-02 18:56:00;1159;entrance;spices
5120;2019-09-02 18:56:00;1159;spices;checkout
5122;2019-09-02 18:56:00;1160;entrance;spices
5123;2019-09-02 18:56:00;1160;spices;dairy
5124;2019-09-02 18:57:00;1160;dairy;checkout
5126;2019-09-02 18:57:00;1161;entrance;drinks
5127;2019-09-02 18:57:00;1161;drinks;checkout
5129;2019-09-02 18:57:00;1162;entrance;spices
5130;2019-09-02 18:57:00;1162;spices;fruit
5131;2019-09-02 18:59:00;1162;fruit;checkout
5133;2019-09-02 18:57:00;1163;entrance;dairy
5134;2019-09-02 18:57:00;1163;dairy;drinks
5135;2019-09-02 18:58:00;1163;drinks;checkout
5137;2019-09-02 18:57:00;1164;entrance;fruit
5138;2019-09-02 18:57:00;1164;fruit;drinks
5139;2019-09-02 18:58:00;1164;drinks;checkout
5141;2019-09-02 18:58:00;1165;entrance;dairy
5142;2019-09-02 18:58:00;1165;dairy;spices
5143;2019-09-02 19:16:00;1165;spices;fruit
5144;2019-09-02 19:17:00;1165;fruit;dairy
5145;2019-09-02 19:18:00;1165;dairy;fruit
5146;2019-09-02 19:22:00;1165;fruit;checkout
5148;2019-09-02 18:59:00;1166;entrance;spices
5149;2019-09-02 18:59:00;1166;spices;drinks
5150;2019-09-02 19:00:00;1166;drinks;fruit
5151;2019-09-02 19:02:00;1166;fruit;checkout
5153;2019-09-02 18:59:00;1167;entrance;spices
5154;2019-09-02 18:59:00;1167;spices;checkout
5156;2019-09-02 19:00:00;1168;entrance;fruit
5157;2019-09-02 19:00:00;1168;fruit;checkout
5159;2019-09-02 19:01:00;1169;entrance;dairy
5160;2019-09-02 19:01:00;1169;dairy;checkout
5162;2019-09-02 19:01:00;1170;entrance;drinks
5163;2019-09-02 19:01:00;1170;drinks;checkout
5165;2019-09-02 19:01:00;1171;entrance;fruit
5166;2019-09-02 19:01:00;1171;fruit;checkout
5168;2019-09-02 19:01:00;1172;entrance;spices
5169;2019-09-02 19:01:00;1172;spices;dairy
5170;2019-09-02 19:06:00;1172;dairy;checkout
5172;2019-09-02 19:01:00;1173;entrance;spices
5173;2019-09-02 19:01:00;1173;spices;checkout
5175;2019-09-02 19:02:00;1174;entrance;fruit
5176;2019-09-02 19:02:00;1174;fruit;checkout
5178;2019-09-02 19:02:00;1175;entrance;fruit
5179;2019-09-02 19:02:00;1175;fruit;checkout
5181;2019-09-02 19:02:00;1176;entrance;fruit
5182;2019-09-02 19:02:00;1176;fruit;checkout
5184;2019-09-02 19:04:00;1177;entrance;drinks
5185;2019-09-02 19:04:00;1177;drinks;checkout
5187;2019-09-02 19:04:00;1178;entrance;fruit
5188;2019-09-02 19:04:00;1178;fruit;checkout
5190;2019-09-02 19:04:00;1179;entrance;dairy
5191;2019-09-02 19:04:00;1179;dairy;checkout
5193;2019-09-02 19:07:00;1180;entrance;dairy
5194;2019-09-02 19:07:00;1180;dairy;spices
5195;2019-09-02 19:10:00;1180;spices;fruit
5196;2019-09-02 19:12:00;1180;fruit;checkout
5198;2019-09-02 19:07:00;1181;entrance;dairy
5199;2019-09-02 19:07:00;1181;dairy;checkout
5201;2019-09-02 19:07:00;1182;entrance;dairy
5202;2019-09-02 19:07:00;1182;dairy;checkout
5204;2019-09-02 19:07:00;1183;entrance;drinks
5205;2019-09-02 19:07:00;1183;drinks;checkout
5207;2019-09-02 19:07:00;1184;entrance;dairy
5208;2019-09-02 19:07:00;1184;dairy;drinks
5209;2019-09-02 19:08:00;1184;drinks;checkout
5211;2019-09-02 19:09:00;1185;entrance;dairy
5212;2019-09-02 19:09:00;1185;dairy;drinks
5213;2019-09-02 19:10:00;1185;drinks;checkout
5215;2019-09-02 19:09:00;1186;entrance;fruit
5216;2019-09-02 19:09:00;1186;fruit;dairy
5217;2019-09-02 19:10:00;1186;dairy;drinks
5218;2019-09-02 19:11:00;1186;drinks;fruit
5219;2019-09-02 19:13:00;1186;fruit;checkout
5221;2019-09-02 19:09:00;1187;entrance;dairy
5222;2019-09-02 19:09:00;1187;dairy;drinks
5223;2019-09-02 19:10:00;1187;drinks;checkout
5225;2019-09-02 19:09:00;1188;entrance;fruit
5226;2019-09-02 19:09:00;1188;fruit;dairy
5227;2019-09-02 19:10:00;1188;dairy;checkout
5229;2019-09-02 19:09:00;1189;entrance;dairy
5230;2019-09-02 19:09:00;1189;dairy;spices
5231;2019-09-02 19:26:00;1189;spices;drinks
5232;2019-09-02 19:28:00;1189;drinks;spices
5233;2019-09-02 19:29:00;1189;spices;fruit
5234;2019-09-02 19:31:00;1189;fruit;checkout
5236;2019-09-02 19:09:00;1190;entrance;spices
5237;2019-09-02 19:09:00;1190;spices;drinks
5238;2019-09-02 19:10:00;1190;drinks;checkout
5240;2019-09-02 19:09:00;1191;entrance;dairy
5241;2019-09-02 19:09:00;1191;dairy;checkout
5243;2019-09-02 19:10:00;1192;entrance;drinks
5244;2019-09-02 19:10:00;1192;drinks;fruit
5245;2019-09-02 19:13:00;1192;fruit;spices
5246;2019-09-02 19:14:00;1192;spices;fruit
5247;2019-09-02 19:15:00;1192;fruit;checkout
5249;2019-09-02 19:10:00;1193;entrance;drinks
5250;2019-09-02 19:10:00;1193;drinks;checkout
5252;2019-09-02 19:13:00;1194;entrance;fruit
5253;2019-09-02 19:13:00;1194;fruit;dairy
5254;2019-09-02 19:14:00;1194;dairy;checkout
5256;2019-09-02 19:13:00;1195;entrance;fruit
5257;2019-09-02 19:13:00;1195;fruit;dairy
5258;2019-09-02 19:14:00;1195;dairy;spices
5259;2019-09-02 19:15:00;1195;spices;drinks
5260;2019-09-02 19:16:00;1195;drinks;fruit
5261;2019-09-02 19:18:00;1195;fruit;drinks
5262;2019-09-02 19:19:00;1195;drinks;checkout
5264;2019-09-02 19:13:00;1196;entrance;spices
5265;2019-09-02 19:13:00;1196;spices;checkout
5267;2019-09-02 19:14:00;1197;entrance;spices
5268;2019-09-02 19:14:00;1197;spices;dairy
5269;2019-09-02 19:15:00;1197;dairy;drinks
5270;2019-09-02 19:17:00;1197;drinks;checkout
5272;2019-09-02 19:14:00;1198;entrance;drinks
5273;2019-09-02 19:14:00;1198;drinks;checkout
5275;2019-09-02 19:14:00;1199;entrance;drinks
5276;2019-09-02 19:14:00;1199;drinks;checkout
5278;2019-09-02 19:14:00;1200;entrance;fruit
5279;2019-09-02 19:14:00;1200;fruit;checkout
5281;2019-09-02 19:14:00;1201;entrance;dairy
5282;2019-09-02 19:14:00;1201;dairy;checkout
5284;2019-09-02 19:14:00;1202;entrance;fruit
5285;2019-09-02 19:14:00;1202;fruit;checkout
5287;2019-09-02 19:14:00;1203;entrance;dairy
5288;2019-09-02 19:14:00;1203;dairy;spices
5289;2019-09-02 19:15:00;1203;spices;drinks
5290;2019-09-02 19:16:00;1203;drinks;checkout
5292;2019-09-02 19:16:00;1204;entrance;drinks
5293;2019-09-02 19:16:00;1204;drinks;checkout
5295;2019-09-02 19:16:00;1205;entrance;dairy
5296;2019-09-02 19:16:00;1205;dairy;spices
5297;2019-09-02 19:19:00;1205;spices;dairy
5298;2019-09-02 19:20:00;1205;dairy;fruit
5299;2019-09-02 19:22:00;1205;fruit;drinks
5300;2019-09-02 19:23:00;1205;drinks;fruit
5301;2019-09-02 19:25:00;1205;fruit;dairy
5302;2019-09-02 19:27:00;1205;dairy;checkout
5304;2019-09-02 19:16:00;1206;entrance;spices
5305;2019-09-02 19:16:00;1206;spices;checkout
5307;2019-09-02 19:17:00;1207;entrance;fruit
5308;2019-09-02 19:17:00;1207;fruit;checkout
5310;2019-09-02 19:17:00;1208;entrance;drinks
5311;2019-09-02 19:17:00;1208;drinks;fruit
5312;2019-09-02 19:21:00;1208;fruit;checkout
5314;2019-09-02 19:20:00;1209;entrance;drinks
5315;2019-09-02 19:20:00;1209;drinks;checkout
5317;2019-09-02 19:22:00;1210;entrance;spices
5318;2019-09-02 19:22:00;1210;spices;drinks
5319;2019-09-02 19:23:00;1210;drinks;checkout
5321;2019-09-02 19:22:00;1211;entrance;fruit
5322;2019-09-02 19:22:00;1211;fruit;checkout
5324;2019-09-02 19:22:00;1212;entrance;dairy
5325;2019-09-02 19:22:00;1212;dairy;spices
5326;2019-09-02 19:24:00;1212;spices;fruit
5327;2019-09-02 19:26:00;1212;fruit;dairy
5328;2019-09-02 19:34:00;1212;dairy;fruit
5329;2019-09-02 19:39:00;1212;fruit;spices
5330;2019-09-02 19:40:00;1212;spices;dairy
5331;2019-09-02 19:41:00;1212;dairy;fruit
5332;2019-09-02 19:44:00;1212;fruit;dairy
5333;2019-09-02 19:49:00;1212;dairy;checkout
5335;2019-09-02 19:23:00;1213;entrance;fruit
5336;2019-09-02 19:23:00;1213;fruit;dairy
5337;2019-09-02 19:24:00;1213;dairy;fruit
5338;2019-09-02 19:30:00;1213;fruit;dairy
5339;2019-09-02 19:35:00;1213;dairy;checkout
5341;2019-09-02 19:23:00;1214;entrance;spices
5342;2019-09-02 19:23:00;1214;spices;drinks
5343;2019-09-02 19:24:00;1214;drinks;spices
5344;2019-09-02 19:25:00;1214;spices;checkout
5346;2019-09-02 19:23:00;1215;entrance;drinks
5347;2019-09-02 19:23:00;1215;drinks;checkout
5349;2019-09-02 19:23:00;1216;entrance;dairy
5350;2019-09-02 19:23:00;1216;dairy;drinks
5351;2019-09-02 19:26:00;1216;drinks;spices
5352;2019-09-02 19:34:00;1216;spices;fruit
5353;2019-09-02 19:35:00;1216;fruit;dairy
5354;2019-09-02 19:36:00;1216;dairy;checkout
5356;2019-09-02 19:23:00;1217;entrance;fruit
5357;2019-09-02 19:23:00;1217;fruit;checkout
5359;2019-09-02 19:26:00;1218;entrance;dairy
5360;2019-09-02 19:26:00;1218;dairy;checkout
5362;2019-09-02 19:26:00;1219;entrance;dairy
5363;2019-09-02 19:26:00;1219;dairy;drinks
5364;2019-09-02 19:32:00;1219;drinks;checkout
5366;2019-09-02 19:26:00;1220;entrance;fruit
5367;2019-09-02 19:26:00;1220;fruit;dairy
5368;2019-09-02 19:28:00;1220;dairy;checkout
5370;2019-09-02 19:27:00;1221;entrance;fruit
5371;2019-09-02 19:27:00;1221;fruit;spices
5372;2019-09-02 19:28:00;1221;spices;dairy
5373;2019-09-02 19:29:00;1221;dairy;fruit
5374;2019-09-02 19:35:00;1221;fruit;drinks
5375;2019-09-02 19:36:00;1221;drinks;checkout
5377;2019-09-02 19:28:00;1222;entrance;fruit
5378;2019-09-02 19:28:00;1222;fruit;drinks
5379;2019-09-02 19:29:00;1222;drinks;checkout
5381;2019-09-02 19:32:00;1223;entrance;fruit
5382;2019-09-02 19:32:00;1223;fruit;checkout
5384;2019-09-02 19:32:00;1224;entrance;fruit
5385;2019-09-02 19:32:00;1224;fruit;drinks
5386;2019-09-02 19:39:00;1224;drinks;checkout
5388;2019-09-02 19:32:00;1225;entrance;fruit
5389;2019-09-02 19:32:00;1225;fruit;dairy
5390;2019-09-02 19:37:00;1225;dairy;spices
5391;2019-09-02 19:39:00;1225;spices;checkout
5393;2019-09-02 19:34:00;1226;entrance;dairy
5394;2019-09-02 19:34:00;1226;dairy;checkout
5396;2019-09-02 19:34:00;1227;entrance;fruit
5397;2019-09-02 19:34:00;1227;fruit;checkout
5399;2019-09-02 19:34:00;1228;entrance;drinks
5400;2019-09-02 19:34:00;1228;drinks;checkout
5402;2019-09-02 19:34:00;1229;entrance;dairy
5403;2019-09-02 19:34:00;1229;dairy;fruit
5404;2019-09-02 19:35:00;1229;fruit;checkout
5406;2019-09-02 19:34:00;1230;entrance;dairy
5407;2019-09-02 19:34:00;1230;dairy;spices
5408;2019-09-02 19:36:00;1230;spices;fruit
5409;2019-09-02 19:37:00;1230;fruit;spices
5410;2019-09-02 19:40:00;1230;spices;drinks
5411;2019-09-02 19:41:00;1230;drinks;fruit
5412;2019-09-02 19:42:00;1230;fruit;drinks
5413;2019-09-02 19:43:00;1230;drinks;fruit
5414;2019-09-02 19:49:00;1230;fruit;dairy
5415;2019-09-02 19:50:00;1230;dairy;spices
5416;2019-09-02 19:58:00;1230;spices;checkout
5418;2019-09-02 19:34:00;1231;entrance;spices
5419;2019-09-02 19:34:00;1231;spices;dairy
5420;2019-09-02 19:35:00;1231;dairy;spices
5421;2019-09-02 19:37:00;1231;spices;dairy
5422;2019-09-02 19:38:00;1231;dairy;drinks
5423;2019-09-02 19:40:00;1231;drinks;fruit
5424;2019-09-02 19:42:00;1231;fruit;checkout
5426;2019-09-02 19:34:00;1232;entrance;fruit
5427;2019-09-02 19:34:00;1232;fruit;spices
5428;2019-09-02 19:36:00;1232;spices;drinks
5429;2019-09-02 19:37:00;1232;drinks;checkout
5431;2019-09-02 19:35:00;1233;entrance;spices
5432;2019-09-02 19:35:00;1233;spices;checkout
5434;2019-09-02 19:35:00;1234;entrance;fruit
5435;2019-09-02 19:35:00;1234;fruit;drinks
5436;2019-09-02 19:36:00;1234;drinks;spices
5437;2019-09-02 19:40:00;1234;spices;checkout
5439;2019-09-02 19:35:00;1235;entrance;fruit
5440;2019-09-02 19:35:00;1235;fruit;dairy
5441;2019-09-02 19:38:00;1235;dairy;checkout
5443;2019-09-02 19:36:00;1236;entrance;spices
5444;2019-09-02 19:36:00;1236;spices;fruit
5445;2019-09-02 19:37:00;1236;fruit;checkout
5447;2019-09-02 19:36:00;1237;entrance;drinks
5448;2019-09-02 19:36:00;1237;drinks;fruit
5449;2019-09-02 19:38:00;1237;fruit;checkout
5451;2019-09-02 19:36:00;1238;entrance;fruit
5452;2019-09-02 19:36:00;1238;fruit;dairy
5453;2019-09-02 19:39:00;1238;dairy;spices
5454;2019-09-02 19:45:00;1238;spices;dairy
5455;2019-09-02 19:46:00;1238;dairy;spices
5456;2019-09-02 19:47:00;1238;spices;checkout
5458;2019-09-02 19:37:00;1239;entrance;drinks
5459;2019-09-02 19:37:00;1239;drinks;spices
5460;2019-09-02 19:42:00;1239;spices;checkout
5462;2019-09-02 19:39:00;1240;entrance;spices
5463;2019-09-02 19:39:00;1240;spices;drinks
5464;2019-09-02 19:40:00;1240;drinks;fruit
5465;2019-09-02 19:41:00;1240;fruit;checkout
5467;2019-09-02 19:39:00;1241;entrance;fruit
5468;2019-09-02 19:39:00;1241;fruit;drinks
5469;2019-09-02 19:41:00;1241;drinks;checkout
5471;2019-09-02 19:39:00;1242;entrance;drinks
5472;2019-09-02 19:39:00;1242;drinks;checkout
5474;2019-09-02 19:39:00;1243;entrance;dairy
5475;2019-09-02 19:39:00;1243;dairy;spices
5476;2019-09-02 19:41:00;1243;spices;checkout
5478;2019-09-02 19:39:00;1244;entrance;dairy
5479;2019-09-02 19:39:00;1244;dairy;checkout
5481;2019-09-02 19:40:00;1245;entrance;fruit
5482;2019-09-02 19:40:00;1245;fruit;spices
5483;2019-09-02 19:41:00;1245;spices;dairy
5484;2019-09-02 19:43:00;1245;dairy;fruit
5485;2019-09-02 19:45:00;1245;fruit;checkout
5487;2019-09-02 19:40:00;1246;entrance;fruit
5488;2019-09-02 19:40:00;1246;fruit;checkout
5490;2019-09-02 19:40:00;1247;entrance;drinks
5491;2019-09-02 19:40:00;1247;drinks;spices
5492;2019-09-02 19:41:00;1247;spices;drinks
5493;2019-09-02 19:45:00;1247;drinks;spices
5494;2019-09-02 19:46:00;1247;spices;checkout
5496;2019-09-02 19:43:00;1248;entrance;fruit
5497;2019-09-02 19:43:00;1248;fruit;spices
5498;2019-09-02 19:44:00;1248;spices;checkout
5500;2019-09-02 19:43:00;1249;entrance;dairy
5501;2019-09-02 19:43:00;1249;dairy;drinks
5502;2019-09-02 19:47:00;1249;drinks;fruit
5503;2019-09-02 19:49:00;1249;fruit;checkout
5505;2019-09-02 19:45:00;1250;entrance;spices
5506;2019-09-02 19:45:00;1250;spices;checkout
5508;2019-09-02 19:45:00;1251;entrance;fruit
5509;2019-09-02 19:45:00;1251;fruit;drinks
5510;2019-09-02 19:47:00;1251;drinks;fruit
5511;2019-09-02 19:51:00;1251;fruit;checkout
5513;2019-09-02 19:45:00;1252;entrance;drinks
5514;2019-09-02 19:45:00;1252;drinks;checkout
5516;2019-09-02 19:45:00;1253;entrance;drinks
5517;2019-09-02 19:45:00;1253;drinks;dairy
5518;2019-09-02 19:47:00;1253;dairy;fruit
5519;2019-09-02 19:48:00;1253;fruit;dairy
5520;2019-09-02 19:50:00;1253;dairy;drinks
5521;2019-09-02 19:51:00;1253;drinks;fruit
5522;2019-09-02 19:52:00;1253;fruit;checkout
5524;2019-09-02 19:45:00;1254;entrance;spices
5525;2019-09-02 19:45:00;1254;spices;drinks
5526;2019-09-02 19:46:00;1254;drinks;checkout
5528;2019-09-02 19:46:00;1255;entrance;drinks
5529;2019-09-02 19:46:00;1255;drinks;spices
5530;2019-09-02 19:47:00;1255;spices;fruit
5531;2019-09-02 19:48:00;1255;fruit;spices
5532;2019-09-02 19:49:00;1255;spices;checkout
5534;2019-09-02 19:47:00;1256;entrance;drinks
5535;2019-09-02 19:47:00;1256;drinks;checkout
5537;2019-09-02 19:48:00;1257;entrance;fruit
5538;2019-09-02 19:48:00;1257;fruit;drinks
5539;2019-09-02 19:51:00;1257;drinks;fruit
5540;2019-09-02 19:53:00;1257;fruit;checkout
5542;2019-09-02 19:49:00;1258;entrance;spices
5543;2019-09-02 19:49:00;1258;spices;drinks
5544;2019-09-02 19:51:00;1258;drinks;checkout
5546;2019-09-02 19:49:00;1259;entrance;spices
5547;2019-09-02 19:49:00;1259;spices;drinks
5548;2019-09-02 19:50:00;1259;drinks;fruit
5549;2019-09-02 19:56:00;1259;fruit;checkout
5551;2019-09-02 19:50:00;1260;entrance;spices
5552;2019-09-02 19:50:00;1260;spices;checkout
5554;2019-09-02 19:50:00;1261;entrance;fruit
5555;2019-09-02 19:50:00;1261;fruit;dairy
5556;2019-09-02 19:52:00;1261;dairy;checkout
5558;2019-09-02 19:50:00;1262;entrance;drinks
5559;2019-09-02 19:50:00;1262;drinks;fruit
5560;2019-09-02 19:51:00;1262;fruit;drinks
5561;2019-09-02 19:52:00;1262;drinks;checkout
5563;2019-09-02 19:50:00;1263;entrance;fruit
5564;2019-09-02 19:50:00;1263;fruit;dairy
5565;2019-09-02 19:51:00;1263;dairy;fruit
5566;2019-09-02 19:52:00;1263;fruit;checkout
5568;2019-09-02 19:50:00;1264;entrance;dairy
5569;2019-09-02 19:50:00;1264;dairy;spices
5570;2019-09-02 19:52:00;1264;spices;checkout
5572;2019-09-02 19:50:00;1265;entrance;fruit
5573;2019-09-02 19:50:00;1265;fruit;checkout
5575;2019-09-02 19:51:00;1266;entrance;dairy
5576;2019-09-02 19:51:00;1266;dairy;checkout
5578;2019-09-02 19:51:00;1267;entrance;dairy
5579;2019-09-02 19:51:00;1267;dairy;drinks
5580;2019-09-02 19:52:00;1267;drinks;spices
5581;2019-09-02 20:02:00;1267;spices;checkout
5583;2019-09-02 19:51:00;1268;entrance;spices
5584;2019-09-02 19:51:00;1268;spices;drinks
5585;2019-09-02 19:52:00;1268;drinks;checkout
5587;2019-09-02 19:51:00;1269;entrance;fruit
5588;2019-09-02 19:51:00;1269;fruit;dairy
5589;2019-09-02 19:54:00;1269;dairy;spices
5590;2019-09-02 19:56:00;1269;spices;checkout
5592;2019-09-02 19:52:00;1270;entrance;fruit
5593;2019-09-02 19:52:00;1270;fruit;checkout
5595;2019-09-02 19:52:00;1271;entrance;fruit
5596;2019-09-02 19:52:00;1271;fruit;spices
5597;2019-09-02 19:54:00;1271;spices;checkout
5599;2019-09-02 19:52:00;1272;entrance;fruit
5600;2019-09-02 19:52:00;1272;fruit;checkout
5602;2019-09-02 19:52:00;1273;entrance;fruit
5603;2019-09-02 19:52:00;1273;fruit;checkout
5605;2019-09-02 19:52:00;1274;entrance;fruit
5606;2019-09-02 19:52:00;1274;fruit;checkout
5608;2019-09-02 19:52:00;1275;entrance;spices
5609;2019-09-02 19:52:00;1275;spices;checkout
5611;2019-09-02 19:53:00;1276;entrance;dairy
5612;2019-09-02 19:53:00;1276;dairy;spices
5613;2019-09-02 20:00:00;1276;spices;dairy
5614;2019-09-02 20:01:00;1276;dairy;checkout
5616;2019-09-02 19:53:00;1277;entrance;spices
5617;2019-09-02 19:53:00;1277;spices;drinks
5618;2019-09-02 19:56:00;1277;drinks;fruit
5619;2019-09-02 19:59:00;1277;fruit;checkout
5621;2019-09-02 19:54:00;1278;entrance;dairy
5622;2019-09-02 19:54:00;1278;dairy;checkout
5624;2019-09-02 19:54:00;1279;entrance;spices
5625;2019-09-02 19:54:00;1279;spices;fruit
5626;2019-09-02 19:57:00;1279;fruit;checkout
5628;2019-09-02 19:56:00;1280;entrance;drinks
5629;2019-09-02 19:56:00;1280;drinks;fruit
5630;2019-09-02 19:57:00;1280;fruit;checkout
5632;2019-09-02 19:56:00;1281;entrance;drinks
5633;2019-09-02 19:56:00;1281;drinks;checkout
5635;2019-09-02 19:56:00;1282;entrance;dairy
5636;2019-09-02 19:56:00;1282;dairy;spices
5637;2019-09-02 19:57:00;1282;spices;dairy
5638;2019-09-02 20:00:00;1282;dairy;checkout
5640;2019-09-02 19:57:00;1283;entrance;fruit
5641;2019-09-02 19:57:00;1283;fruit;checkout
5643;2019-09-02 19:58:00;1284;entrance;dairy
5644;2019-09-02 19:58:00;1284;dairy;drinks
5645;2019-09-02 19:59:00;1284;drinks;fruit
5646;2019-09-02 20:09:00;1284;fruit;drinks
5647;2019-09-02 20:11:00;1284;drinks;checkout
5649;2019-09-02 19:58:00;1285;entrance;fruit
5650;2019-09-02 19:58:00;1285;fruit;checkout
5652;2019-09-02 19:58:00;1286;entrance;fruit
5653;2019-09-02 19:58:00;1286;fruit;checkout
5655;2019-09-02 19:58:00;1287;entrance;dairy
5656;2019-09-02 19:58:00;1287;dairy;checkout
5658;2019-09-02 20:02:00;1288;entrance;dairy
5659;2019-09-02 20:02:00;1288;dairy;fruit
5660;2019-09-02 20:05:00;1288;fruit;drinks
5661;2019-09-02 20:06:00;1288;drinks;spices
5662;2019-09-02 20:09:00;1288;spices;fruit
5663;2019-09-02 20:11:00;1288;fruit;spices
5664;2019-09-02 20:15:00;1288;spices;drinks
5665;2019-09-02 20:17:00;1288;drinks;checkout
5667;2019-09-02 20:02:00;1289;entrance;dairy
5668;2019-09-02 20:02:00;1289;dairy;checkout
5670;2019-09-02 20:04:00;1290;entrance;fruit
5671;2019-09-02 20:04:00;1290;fruit;checkout
5673;2019-09-02 20:04:00;1291;entrance;dairy
5674;2019-09-02 20:04:00;1291;dairy;spices
5675;2019-09-02 20:09:00;1291;spices;dairy
5676;2019-09-02 20:10:00;1291;dairy;spices
5677;2019-09-02 20:15:00;1291;spices;fruit
5678;2019-09-02 20:17:00;1291;fruit;spices
5679;2019-09-02 20:18:00;1291;spices;fruit
5680;2019-09-02 20:19:00;1291;fruit;checkout
5682;2019-09-02 20:04:00;1292;entrance;spices
5683;2019-09-02 20:04:00;1292;spices;drinks
5684;2019-09-02 20:05:00;1292;drinks;spices
5685;2019-09-02 20:08:00;1292;spices;drinks
5686;2019-09-02 20:11:00;1292;drinks;checkout
5688;2019-09-02 20:05:00;1293;entrance;dairy
5689;2019-09-02 20:05:00;1293;dairy;checkout
5691;2019-09-02 20:05:00;1294;entrance;drinks
5692;2019-09-02 20:05:00;1294;drinks;spices
5693;2019-09-02 20:07:00;1294;spices;checkout
5695;2019-09-02 20:06:00;1295;entrance;drinks
5696;2019-09-02 20:06:00;1295;drinks;spices
5697;2019-09-02 20:10:00;1295;spices;drinks
5698;2019-09-02 20:11:00;1295;drinks;checkout
5700;2019-09-02 20:06:00;1296;entrance;dairy
5701;2019-09-02 20:06:00;1296;dairy;drinks
5702;2019-09-02 20:07:00;1296;drinks;dairy
5703;2019-09-02 20:08:00;1296;dairy;drinks
5704;2019-09-02 20:09:00;1296;drinks;checkout
5706;2019-09-02 20:08:00;1297;entrance;fruit
5707;2019-09-02 20:08:00;1297;fruit;dairy
5708;2019-09-02 20:11:00;1297;dairy;spices
5709;2019-09-02 20:13:00;1297;spices;dairy
5710;2019-09-02 20:14:00;1297;dairy;fruit
5711;2019-09-02 20:17:00;1297;fruit;checkout
5713;2019-09-02 20:08:00;1298;entrance;dairy
5714;2019-09-02 20:08:00;1298;dairy;checkout
5716;2019-09-02 20:08:00;1299;entrance;drinks
5717;2019-09-02 20:08:00;1299;drinks;dairy
5718;2019-09-02 20:09:00;1299;dairy;checkout
5720;2019-09-02 20:08:00;1300;entrance;drinks
5721;2019-09-02 20:08:00;1300;drinks;checkout
5723;2019-09-02 20:09:00;1301;entrance;fruit
5724;2019-09-02 20:09:00;1301;fruit;checkout
5726;2019-09-02 20:10:00;1302;entrance;fruit
5727;2019-09-02 20:10:00;1302;fruit;spices
5728;2019-09-02 20:13:00;1302;spices;drinks
5729;2019-09-02 20:15:00;1302;drinks;fruit
5730;2019-09-02 20:16:00;1302;fruit;dairy
5731;2019-09-02 20:21:00;1302;dairy;checkout
5733;2019-09-02 20:10:00;1303;entrance;drinks
5734;2019-09-02 20:10:00;1303;drinks;checkout
5736;2019-09-02 20:10:00;1304;entrance;spices
5737;2019-09-02 20:10:00;1304;spices;dairy
5738;2019-09-02 20:11:00;1304;dairy;spices
5739;2019-09-02 20:15:00;1304;spices;drinks
5740;2019-09-02 20:18:00;1304;drinks;spices
5741;2019-09-02 20:34:00;1304;spices;checkout
5743;2019-09-02 20:12:00;1305;entrance;spices
